,ReportNormId,ReportNormName
1193,1753,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1194,1754,Phát hành giấy tờ có giá
1195,1755,Các khoản nợ khác
1196,1756,Chênh lệch nhạy cảm với lãi suất nội bảng
1197,1757,Chênh lệch nhạy cảm với lãi suất ngoại bảng
1198,1758,"Chênh lệch nhạy cảm với lãi suất nội, ngoại bảng"
1199,1759,Rủi ro thanh khoản
1200,1760,Rủi ro thanh khoản - Quá hạn trên 3 tháng
1201,1761,Tổng Tài sản
1202,1762,"Tiền mặt, vàng bạc đá quý"
1203,1763,Tiền gửi tại NHNN
1204,1764,Tiền gửi và cho vay các TCTD khác
1205,1765,Chứng khoán kinh doanh
1206,1766,Công cụ tài chính phái sinh và các tài sản tài chính khác
1207,1767,Cho vay khách hàng
1208,1768,Chứng khoán đầu tư
1209,1769,"Góp vốn, đầu tư dài hạn"
1210,1770,Tài sản cố định
1211,1771,Bất động sản đầu tư
1212,1772,Tài sản Có khác
1213,1773,Tổng Nợ phải trả
1214,1774,Tiền gửi và vay từ NHNN và các TCTD khác
1215,1775,Các khoản nợ chính phủ và NHNN
1216,1776,Tiền gửi và cho vay các TCTD khác
1217,1777,Tiền gửi của khách hàng
1218,1778,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1219,1779,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1220,1780,Phát hành giấy tờ có giá
1221,1781,Các khoản nợ khác
1222,1782,Chênh lệch thanh khoản ròng
1223,1783,Rủi ro thanh khoản - Quá hạn dưới 3 tháng
1224,1784,Tổng Tài sản
1225,1785,"Tiền mặt, vàng bạc đá quý"
1226,1786,Tiền gửi tại NHNN
1227,1787,Tiền gửi và cho vay các TCTD khác
1228,1788,Chứng khoán kinh doanh
1229,1789,Công cụ tài chính phái sinh và các tài sản tài chính khác
1230,1790,Cho vay khách hàng
1231,1791,Chứng khoán đầu tư
1232,1792,"Góp vốn, đầu tư dài hạn"
1233,1793,Tài sản cố định
1234,1794,Bất động sản đầu tư
1235,1795,Tài sản Có khác
1236,1796,Tổng Nợ phải trả
1237,1797,Tiền gửi và vay từ NHNN và các TCTD khác
1238,1798,Các khoản nợ chính phủ và NHNN
1239,1799,Tiền gửi và cho vay các TCTD khác
1240,1800,Tiền gửi của khách hàng
1241,1801,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1242,1802,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1243,1803,Phát hành giấy tờ có giá
1244,1804,Các khoản nợ khác
1245,1805,Chênh lệch thanh khoản ròng
1246,1806,Rủi ro thanh khoản - Trong hạn đến 1 tháng
1247,1807,Tổng Tài sản
1248,1808,"Tiền mặt, vàng bạc đá quý"
1249,1809,Tiền gửi tại NHNN
1250,1810,Tiền gửi và cho vay các TCTD khác
1251,1811,Chứng khoán kinh doanh
1252,1812,Công cụ tài chính phái sinh và các tài sản tài chính khác
1253,1813,Cho vay khách hàng
1254,1814,Chứng khoán đầu tư
1255,1815,"Góp vốn, đầu tư dài hạn"
1256,1816,Tài sản cố định
1257,1817,Bất động sản đầu tư
1258,1818,Tài sản Có khác
1259,1819,Tổng Nợ phải trả
1260,1820,Tiền gửi và vay từ NHNN và các TCTD khác
1261,1821,Các khoản nợ chính phủ và NHNN
1262,1822,Tiền gửi và cho vay các TCTD khác
1263,1823,Tiền gửi của khách hàng
1264,1824,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1265,1825,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1266,1826,Phát hành giấy tờ có giá
1267,1827,Các khoản nợ khác
1268,1828,Chênh lệch thanh khoản ròng
1269,1829,Rủi ro thanh khoản - Trong hạn đến 01-03  tháng
1270,1830,Tổng Tài sản
1271,1831,"Tiền mặt, vàng bạc đá quý"
1272,1832,Tiền gửi tại NHNN
1273,1833,Tiền gửi và cho vay các TCTD khác
1274,1834,Chứng khoán kinh doanh
1275,1835,Công cụ tài chính phái sinh và các tài sản tài chính khác
1276,1836,Cho vay khách hàng
1277,1837,Chứng khoán đầu tư
1278,1838,"Góp vốn, đầu tư dài hạn"
1279,1839,Tài sản cố định
1280,1840,Bất động sản đầu tư
1281,1841,Tài sản Có khác
1282,1842,Tổng Nợ phải trả
1283,1843,Tiền gửi và vay từ NHNN và các TCTD khác
1284,1844,Các khoản nợ chính phủ và NHNN
1285,1845,Tiền gửi và cho vay các TCTD khác
1286,1846,Tiền gửi của khách hàng
1287,1847,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1288,1848,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1289,1849,Phát hành giấy tờ có giá
1290,1850,Các khoản nợ khác
1291,1851,Chênh lệch thanh khoản ròng
1292,1852,Rủi ro thanh khoản - Trong hạn đến 03-12  tháng
1293,1853,Tổng Tài sản
1294,1854,"Tiền mặt, vàng bạc đá quý"
1295,1855,Tiền gửi tại NHNN
1296,1856,Tiền gửi và cho vay các TCTD khác
1297,1857,Chứng khoán kinh doanh
1298,1858,Công cụ tài chính phái sinh và các tài sản tài chính khác
1299,1859,Cho vay khách hàng
1300,1860,Chứng khoán đầu tư
1301,1861,"Góp vốn, đầu tư dài hạn"
1302,1862,Tài sản cố định
1303,1863,Bất động sản đầu tư
1304,1864,Tài sản Có khác
1305,1865,Tổng Nợ phải trả
1306,1866,Tiền gửi và vay từ NHNN và các TCTD khác
1307,1867,Các khoản nợ chính phủ và NHNN
1308,1868,Tiền gửi và cho vay các TCTD khác
1309,1869,Tiền gửi của khách hàng
1310,1870,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1311,1871,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1312,1872,Phát hành giấy tờ có giá
1313,1873,Các khoản nợ khác
1314,1874,Chênh lệch thanh khoản ròng
1315,1875,Rủi ro thanh khoản - Trong hạn từ 01-05 năm
1316,1876,Tổng Tài sản
1317,1877,"Tiền mặt, vàng bạc đá quý"
1318,1878,Tiền gửi tại NHNN
1319,1879,Tiền gửi và cho vay các TCTD khác
1320,1880,Chứng khoán kinh doanh
1321,1881,Công cụ tài chính phái sinh và các tài sản tài chính khác
1322,1882,Cho vay khách hàng
1323,1883,Chứng khoán đầu tư
1324,1884,"Góp vốn, đầu tư dài hạn"
1325,1885,Tài sản cố định
1326,1886,Bất động sản đầu tư
1327,1887,Tài sản Có khác
1328,1888,Tổng Nợ phải trả
1329,1889,Tiền gửi và vay từ NHNN và các TCTD khác
1330,1890,Các khoản nợ chính phủ và NHNN
1331,1891,Tiền gửi và cho vay các TCTD khác
1332,1892,Tiền gửi của khách hàng
1333,1893,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1334,1894,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1335,1895,Phát hành giấy tờ có giá
1336,1896,Các khoản nợ khác
1337,1897,Chênh lệch thanh khoản ròng
1338,1898,Rủi ro thanh khoản - Trong hạn trên 05 năm
1339,1899,Tổng Tài sản
1340,1900,"Tiền mặt, vàng bạc đá quý"
1341,1901,Tiền gửi tại NHNN
1342,1902,Tiền gửi và cho vay các TCTD khác
1343,1903,Chứng khoán kinh doanh
1344,1904,Công cụ tài chính phái sinh và các tài sản tài chính khác
1345,1905,Cho vay khách hàng
1346,1906,Chứng khoán đầu tư
1347,1907,"Góp vốn, đầu tư dài hạn"
1348,1908,Tài sản cố định
1349,1909,Bất động sản đầu tư
1350,1910,Tài sản Có khác
1351,1911,Tổng Nợ phải trả
1352,1912,Tiền gửi và vay từ NHNN và các TCTD khác
1353,1913,Các khoản nợ chính phủ và NHNN
1354,1914,Tiền gửi và cho vay các TCTD khác
1355,1915,Tiền gửi của khách hàng
1356,1916,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1357,1917,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1358,1918,Phát hành giấy tờ có giá
1359,1919,Các khoản nợ khác
1360,1920,Chênh lệch thanh khoản ròng
1361,1921,Rủi ro thanh khoản - Tổng
1362,1922,Tổng Tài sản
1363,1923,"Tiền mặt, vàng bạc đá quý"
1364,1924,Tiền gửi tại NHNN
1365,1925,Tiền gửi và cho vay các TCTD khác
1366,1926,Chứng khoán kinh doanh
1367,1927,Công cụ tài chính phái sinh và các tài sản tài chính khác
1368,1928,Cho vay khách hàng
1369,1929,Chứng khoán đầu tư
1370,1930,"Góp vốn, đầu tư dài hạn"
1371,1931,Tài sản cố định
1372,1932,Bất động sản đầu tư
1373,1933,Tài sản Có khác
1374,1934,Tổng Nợ phải trả
1375,1935,Tiền gửi và vay từ NHNN và các TCTD khác
1376,1936,Các khoản nợ chính phủ và NHNN
1377,1937,Tiền gửi và cho vay các TCTD khác
1378,1938,Tiền gửi của khách hàng
1379,1939,Công cụ tài chính phái sinh và các khoản nợ tài chính khác
1380,1940,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro"
1381,1941,Phát hành giấy tờ có giá
1382,1942,Các khoản nợ khác
1383,1943,Chênh lệch thanh khoản ròng
